Application_ID,Applicant_name,Father_name,Mother_name,Gender,DOB,Category_Caste,10th_marks,10th_passing_year,Education_Type,12th_Diploma_marks,12th_passing_year,CET_percentile,CET_Scorecard_PDF,10th_Marksheet_PDF,12th_Diploma_Marksheet_PDF,Leaving_Certificate_PDF,Caste_Certificate_PDF,Application_Form_PDF
APP0153,Xavier Ram,Jagat Ram,Udyati Ram,Male,2007-05-31,OPEN,83.72,2020,12th,65.29,2022,70.23,APP0153_CET_Scorecard.pdf,APP0153_10th_Marksheet.pdf,APP0153_12th_Diploma_Marksheet.pdf,APP0153_Leaving_Certificate.pdf,APP0153_Caste_Certificate.pdf,APP0153_Application_Form.pdf
APP0154,Ijaya Pandit,Samarth Pandit,Zilmil Pandit,Female,2005-10-27,OPEN,79.84,2019,12th,60.61,2020,62.03,APP0154_CET_Scorecard.pdf,APP0154_10th_Marksheet.pdf,APP0154_12th_Diploma_Marksheet.pdf,APP0154_Leaving_Certificate.pdf,APP0154_Caste_Certificate.pdf,APP0154_Application_Form.pdf
APP0155,Jeevika Varty,Dev Varty,Aradhana Varty,Female,2007-04-28,OPEN,77.33,2018,12th,76.79,2022,66.94,APP0155_CET_Scorecard.pdf,APP0155_10th_Marksheet.pdf,APP0155_12th_Diploma_Marksheet.pdf,APP0155_Leaving_Certificate.pdf,APP0155_Caste_Certificate.pdf,APP0155_Application_Form.pdf
APP0156,Arya Pant,Qabil Pant,Oni Pant,Female,2003-12-07,OPEN,71.38,2019,Diploma,59.98,2022,73.83,APP0156_CET_Scorecard.pdf,APP0156_10th_Marksheet.pdf,APP0156_12th_Diploma_Marksheet.pdf,APP0156_Leaving_Certificate.pdf,APP0156_Caste_Certificate.pdf,APP0156_Application_Form.pdf
APP0157,Alexander Bhatnagar,Chakradhar Bhatnagar,Widisha Bhatnagar,Male,2005-03-22,OPEN,87.66,2018,12th,78.93,2021,66.71,APP0157_CET_Scorecard.pdf,APP0157_10th_Marksheet.pdf,APP0157_12th_Diploma_Marksheet.pdf,APP0157_Leaving_Certificate.pdf,APP0157_Caste_Certificate.pdf,APP0157_Application_Form.pdf
APP0158,Gautami Grover,Qasim Grover,Sachi Grover,Female,2007-01-24,EWS,88.03,2018,12th,73.94,2021,75.9,APP0158_CET_Scorecard.pdf,APP0158_10th_Marksheet.pdf,APP0158_12th_Diploma_Marksheet.pdf,APP0158_Leaving_Certificate.pdf,APP0158_Caste_Certificate.pdf,APP0158_Application_Form.pdf
APP0159,Alka Mitter,Bakhshi Mitter,Siya Mitter,Female,2004-09-03,OBC,60.35,2018,12th,83.94,2021,98.68,APP0159_CET_Scorecard.pdf,APP0159_10th_Marksheet.pdf,APP0159_12th_Diploma_Marksheet.pdf,APP0159_Leaving_Certificate.pdf,APP0159_Caste_Certificate.pdf,APP0159_Application_Form.pdf
APP0160,Eiravati Lalla,Agastya Lalla,Nidra Lalla,Female,2005-08-22,OPEN,75.7,2018,12th,63.73,2021,69.45,APP0160_CET_Scorecard.pdf,APP0160_10th_Marksheet.pdf,APP0160_12th_Diploma_Marksheet.pdf,APP0160_Leaving_Certificate.pdf,APP0160_Caste_Certificate.pdf,APP0160_Application_Form.pdf
APP0161,Adweta Saxena,Ikbal Saxena,Kavya Saxena,Female,2006-10-14,OBC,81.41,2018,12th,93.18,2020,83.06,APP0161_CET_Scorecard.pdf,APP0161_10th_Marksheet.pdf,APP0161_12th_Diploma_Marksheet.pdf,APP0161_Leaving_Certificate.pdf,APP0161_Caste_Certificate.pdf,APP0161_Application_Form.pdf
APP0162,Nirja Sankaran,Saksham Sankaran,Urvi Sankaran,Female,2005-10-26,OBC,62.47,2019,12th,85.22,2022,72.3,APP0162_CET_Scorecard.pdf,APP0162_10th_Marksheet.pdf,APP0162_12th_Diploma_Marksheet.pdf,APP0162_Leaving_Certificate.pdf,APP0162_Caste_Certificate.pdf,APP0162_Application_Form.pdf
APP0163,Charvi Hari,Tanish Hari,Leena Hari,Female,2007-01-14,EWS,79.07,2019,12th,75.99,2021,64.36,APP0163_CET_Scorecard.pdf,APP0163_10th_Marksheet.pdf,APP0163_12th_Diploma_Marksheet.pdf,APP0163_Leaving_Certificate.pdf,APP0163_Caste_Certificate.pdf,APP0163_Application_Form.pdf
APP0164,Tara Nagi,William Nagi,Watika Nagi,Female,2003-08-04,SC/ST,76.98,2019,Diploma,57.35,2022,92.06,APP0164_CET_Scorecard.pdf,APP0164_10th_Marksheet.pdf,APP0164_12th_Diploma_Marksheet.pdf,APP0164_Leaving_Certificate.pdf,APP0164_Caste_Certificate.pdf,APP0164_Application_Form.pdf
APP0165,Veda Konda,Laban Konda,Aarna Konda,Female,2003-09-15,SC/ST,86.93,2020,Diploma,66.97,2022,71.05,APP0165_CET_Scorecard.pdf,APP0165_10th_Marksheet.pdf,APP0165_12th_Diploma_Marksheet.pdf,APP0165_Leaving_Certificate.pdf,APP0165_Caste_Certificate.pdf,APP0165_Application_Form.pdf
APP0166,Kamala Halder,Noah Halder,Pallavi Halder,Female,2005-04-28,OBC,90.59,2019,12th,77.65,2021,80.41,APP0166_CET_Scorecard.pdf,APP0166_10th_Marksheet.pdf,APP0166_12th_Diploma_Marksheet.pdf,APP0166_Leaving_Certificate.pdf,APP0166_Caste_Certificate.pdf,APP0166_Application_Form.pdf
APP0167,Balveer Kata,Daksh Kata,Panini Kata,Male,2003-02-22,OPEN,71.26,2019,Diploma,89.93,2020,65.97,APP0167_CET_Scorecard.pdf,APP0167_10th_Marksheet.pdf,APP0167_12th_Diploma_Marksheet.pdf,APP0167_Leaving_Certificate.pdf,APP0167_Caste_Certificate.pdf,APP0167_Application_Form.pdf
APP0168,Ekbal Sant,Aarav Sant,Reva Sant,Male,2007-03-07,OPEN,67.33,2018,Diploma,56.59,2020,76.16,APP0168_CET_Scorecard.pdf,APP0168_10th_Marksheet.pdf,APP0168_12th_Diploma_Marksheet.pdf,APP0168_Leaving_Certificate.pdf,APP0168_Caste_Certificate.pdf,APP0168_Application_Form.pdf
APP0169,Chameli Ramesh,Balhaar Ramesh,Zansi Ramesh,Female,2006-04-13,SC/ST,76.15,2019,12th,62.8,2021,68.16,APP0169_CET_Scorecard.pdf,APP0169_10th_Marksheet.pdf,APP0169_12th_Diploma_Marksheet.pdf,APP0169_Leaving_Certificate.pdf,APP0169_Caste_Certificate.pdf,APP0169_Application_Form.pdf
APP0170,Arunima Sanghvi,David Sanghvi,Omaja Sanghvi,Female,2005-06-03,OPEN,92.06,2018,Diploma,79.98,2021,60.76,APP0170_CET_Scorecard.pdf,APP0170_10th_Marksheet.pdf,APP0170_12th_Diploma_Marksheet.pdf,APP0170_Leaving_Certificate.pdf,APP0170_Caste_Certificate.pdf,APP0170_Application_Form.pdf
APP0171,Mohammed Mane,Kevin Mane,Mitali Mane,Male,2004-09-04,SC/ST,61.53,2019,12th,67.27,2021,98.39,APP0171_CET_Scorecard.pdf,APP0171_10th_Marksheet.pdf,APP0171_12th_Diploma_Marksheet.pdf,APP0171_Leaving_Certificate.pdf,APP0171_Caste_Certificate.pdf,APP0171_Application_Form.pdf
APP0172,Chandani Kapoor,Nathan Kapoor,Aachal Kapoor,Female,2004-12-21,OPEN,66.27,2020,12th,81.61,2020,68.86,APP0172_CET_Scorecard.pdf,APP0172_10th_Marksheet.pdf,APP0172_12th_Diploma_Marksheet.pdf,APP0172_Leaving_Certificate.pdf,APP0172_Caste_Certificate.pdf,APP0172_Application_Form.pdf
APP0173,Deepa Karpe,Shivansh Karpe,Omya Karpe,Female,2005-12-05,OBC,97.15,2020,Diploma,88.32,2020,70.58,APP0173_CET_Scorecard.pdf,APP0173_10th_Marksheet.pdf,APP0173_12th_Diploma_Marksheet.pdf,APP0173_Leaving_Certificate.pdf,APP0173_Caste_Certificate.pdf,APP0173_Application_Form.pdf
APP0174,Janani Bakshi,Abeer Bakshi,Harinakshi Bakshi,Female,2006-08-14,OPEN,75.2,2019,12th,63.36,2020,80.45,APP0174_CET_Scorecard.pdf,APP0174_10th_Marksheet.pdf,APP0174_12th_Diploma_Marksheet.pdf,APP0174_Leaving_Certificate.pdf,APP0174_Caste_Certificate.pdf,APP0174_Application_Form.pdf
APP0175,Yoshita Balakrishnan,George Balakrishnan,Urmi Balakrishnan,Female,2006-01-15,OBC,94.87,2018,Diploma,83.37,2020,77.1,APP0175_CET_Scorecard.pdf,APP0175_10th_Marksheet.pdf,APP0175_12th_Diploma_Marksheet.pdf,APP0175_Leaving_Certificate.pdf,APP0175_Caste_Certificate.pdf,APP0175_Application_Form.pdf
APP0176,Nathan Rao,Tanish Rao,Kashvi Rao,Male,2006-06-30,SC/ST,89.27,2020,12th,77.36,2022,86.83,APP0176_CET_Scorecard.pdf,APP0176_10th_Marksheet.pdf,APP0176_12th_Diploma_Marksheet.pdf,APP0176_Leaving_Certificate.pdf,APP0176_Caste_Certificate.pdf,APP0176_Application_Form.pdf
APP0177,Nakul Rajan,Manan Rajan,Harini Rajan,Male,2004-02-03,SC/ST,75.41,2019,12th,72.83,2020,85.24,APP0177_CET_Scorecard.pdf,APP0177_10th_Marksheet.pdf,APP0177_12th_Diploma_Marksheet.pdf,APP0177_Leaving_Certificate.pdf,APP0177_Caste_Certificate.pdf,APP0177_Application_Form.pdf
APP0178,Bachittar Dua,Nachiket Dua,Bina Dua,Male,2007-09-26,OPEN,74.6,2019,12th,88.24,2022,79.0,APP0178_CET_Scorecard.pdf,APP0178_10th_Marksheet.pdf,APP0178_12th_Diploma_Marksheet.pdf,APP0178_Leaving_Certificate.pdf,APP0178_Caste_Certificate.pdf,APP0178_Application_Form.pdf
APP0179,Upkaar Sagar,Theodore Sagar,Nidhi Sagar,Male,2004-04-20,EWS,72.52,2020,12th,91.2,2022,74.33,APP0179_CET_Scorecard.pdf,APP0179_10th_Marksheet.pdf,APP0179_12th_Diploma_Marksheet.pdf,APP0179_Leaving_Certificate.pdf,APP0179_Caste_Certificate.pdf,APP0179_Application_Form.pdf
APP0180,Abhiram Lalla,Saksham Lalla,Falak Lalla,Male,2007-02-25,OPEN,95.31,2018,12th,68.17,2020,98.07,APP0180_CET_Scorecard.pdf,APP0180_10th_Marksheet.pdf,APP0180_12th_Diploma_Marksheet.pdf,APP0180_Leaving_Certificate.pdf,APP0180_Caste_Certificate.pdf,APP0180_Application_Form.pdf
APP0181,Forum Lanka,Ekapad Lanka,Kashish Lanka,Female,2007-02-05,OPEN,73.41,2018,Diploma,82.18,2022,64.31,APP0181_CET_Scorecard.pdf,APP0181_10th_Marksheet.pdf,APP0181_12th_Diploma_Marksheet.pdf,APP0181_Leaving_Certificate.pdf,APP0181_Caste_Certificate.pdf,APP0181_Application_Form.pdf
APP0182,Hema Saraf,Rachit Saraf,Anusha Saraf,Female,2005-07-22,OBC,97.9,2020,12th,58.92,2020,87.99,APP0182_CET_Scorecard.pdf,APP0182_10th_Marksheet.pdf,APP0182_12th_Diploma_Marksheet.pdf,APP0182_Leaving_Certificate.pdf,APP0182_Caste_Certificate.pdf,APP0182_Application_Form.pdf
APP0183,Krish Tata,Girik Tata,Harinakshi Tata,Male,2002-11-18,OBC,83.28,2019,12th,76.65,2022,90.02,APP0183_CET_Scorecard.pdf,APP0183_10th_Marksheet.pdf,APP0183_12th_Diploma_Marksheet.pdf,APP0183_Leaving_Certificate.pdf,APP0183_Caste_Certificate.pdf,APP0183_Application_Form.pdf
APP0184,Jackson Morar,Qadim Morar,Wishi Morar,Male,2006-08-04,OPEN,91.07,2018,Diploma,81.53,2022,69.68,APP0184_CET_Scorecard.pdf,APP0184_10th_Marksheet.pdf,APP0184_12th_Diploma_Marksheet.pdf,APP0184_Leaving_Certificate.pdf,APP0184_Caste_Certificate.pdf,APP0184_Application_Form.pdf
APP0185,Mitali Memon,Xavier Memon,Hemal Memon,Female,2006-05-08,OBC,85.18,2020,Diploma,83.39,2022,89.97,APP0185_CET_Scorecard.pdf,APP0185_10th_Marksheet.pdf,APP0185_12th_Diploma_Marksheet.pdf,APP0185_Leaving_Certificate.pdf,APP0185_Caste_Certificate.pdf,APP0185_Application_Form.pdf
APP0186,Ekiya Chandran,Balveer Chandran,Kashish Chandran,Female,2004-06-18,SC/ST,64.32,2020,Diploma,67.33,2022,68.0,APP0186_CET_Scorecard.pdf,APP0186_10th_Marksheet.pdf,APP0186_12th_Diploma_Marksheet.pdf,APP0186_Leaving_Certificate.pdf,APP0186_Caste_Certificate.pdf,APP0186_Application_Form.pdf
APP0187,Yagnesh Doctor,Nitesh Doctor,Harinakshi Doctor,Male,2004-06-04,OBC,82.23,2019,12th,60.01,2021,65.38,APP0187_CET_Scorecard.pdf,APP0187_10th_Marksheet.pdf,APP0187_12th_Diploma_Marksheet.pdf,APP0187_Leaving_Certificate.pdf,APP0187_Caste_Certificate.pdf,APP0187_Application_Form.pdf
APP0188,Gabriel Gill,Tanay Gill,Avni Gill,Male,2007-05-14,SC/ST,61.75,2019,12th,76.79,2022,72.71,APP0188_CET_Scorecard.pdf,APP0188_10th_Marksheet.pdf,APP0188_12th_Diploma_Marksheet.pdf,APP0188_Leaving_Certificate.pdf,APP0188_Caste_Certificate.pdf,APP0188_Application_Form.pdf
APP0189,Nitesh Parmar,Aadi Parmar,Arunima Parmar,Male,2003-07-15,SC/ST,66.18,2018,12th,78.67,2020,75.73,APP0189_CET_Scorecard.pdf,APP0189_10th_Marksheet.pdf,APP0189_12th_Diploma_Marksheet.pdf,APP0189_Leaving_Certificate.pdf,APP0189_Caste_Certificate.pdf,APP0189_Application_Form.pdf
APP0190,Zaitra Sen,Faraj Sen,Priya Sen,Female,2005-04-11,OBC,84.43,2018,12th,76.07,2021,74.29,APP0190_CET_Scorecard.pdf,APP0190_10th_Marksheet.pdf,APP0190_12th_Diploma_Marksheet.pdf,APP0190_Leaving_Certificate.pdf,APP0190_Caste_Certificate.pdf,APP0190_Application_Form.pdf
APP0191,Kala Mukherjee,Caleb Mukherjee,Raksha Mukherjee,Female,2004-10-18,SC/ST,79.14,2020,12th,55.65,2021,78.46,APP0191_CET_Scorecard.pdf,APP0191_10th_Marksheet.pdf,APP0191_12th_Diploma_Marksheet.pdf,APP0191_Leaving_Certificate.pdf,APP0191_Caste_Certificate.pdf,APP0191_Application_Form.pdf
APP0192,Darpan Saraf,Qabil Saraf,Lakshmi Saraf,Male,2006-03-22,OBC,82.99,2020,Diploma,70.01,2022,83.55,APP0192_CET_Scorecard.pdf,APP0192_10th_Marksheet.pdf,APP0192_12th_Diploma_Marksheet.pdf,APP0192_Leaving_Certificate.pdf,APP0192_Caste_Certificate.pdf,APP0192_Application_Form.pdf
APP0193,Alexander Raval,Nitesh Raval,Rajeshri Raval,Male,2005-01-17,OBC,97.47,2018,12th,89.15,2020,94.73,APP0193_CET_Scorecard.pdf,APP0193_10th_Marksheet.pdf,APP0193_12th_Diploma_Marksheet.pdf,APP0193_Leaving_Certificate.pdf,APP0193_Caste_Certificate.pdf,APP0193_Application_Form.pdf
APP0194,Bachittar Trivedi,Ansh Trivedi,Urvi Trivedi,Male,2007-05-06,EWS,86.48,2020,12th,63.62,2022,68.3,APP0194_CET_Scorecard.pdf,APP0194_10th_Marksheet.pdf,APP0194_12th_Diploma_Marksheet.pdf,APP0194_Leaving_Certificate.pdf,APP0194_Caste_Certificate.pdf,APP0194_Application_Form.pdf
APP0195,Aarini Anand,Advay Anand,Mugdha Anand,Female,2006-08-22,OPEN,97.7,2018,12th,63.76,2021,63.89,APP0195_CET_Scorecard.pdf,APP0195_10th_Marksheet.pdf,APP0195_12th_Diploma_Marksheet.pdf,APP0195_Leaving_Certificate.pdf,APP0195_Caste_Certificate.pdf,APP0195_Application_Form.pdf
APP0196,Jalsa Sanghvi,Michael Sanghvi,Inaya Sanghvi,Female,2005-01-26,OPEN,64.13,2018,12th,64.35,2021,84.17,APP0196_CET_Scorecard.pdf,APP0196_10th_Marksheet.pdf,APP0196_12th_Diploma_Marksheet.pdf,APP0196_Leaving_Certificate.pdf,APP0196_Caste_Certificate.pdf,APP0196_Application_Form.pdf
APP0197,Elijah Shankar,Om Shankar,Sudiksha Shankar,Male,2007-01-25,SC/ST,77.54,2019,12th,56.09,2021,72.89,APP0197_CET_Scorecard.pdf,APP0197_10th_Marksheet.pdf,APP0197_12th_Diploma_Marksheet.pdf,APP0197_Leaving_Certificate.pdf,APP0197_Caste_Certificate.pdf,APP0197_Application_Form.pdf
APP0198,Anay Raja,Dev Raja,Nikita Raja,Male,2004-09-17,OPEN,72.37,2018,Diploma,90.74,2020,73.23,APP0198_CET_Scorecard.pdf,APP0198_10th_Marksheet.pdf,APP0198_12th_Diploma_Marksheet.pdf,APP0198_Leaving_Certificate.pdf,APP0198_Caste_Certificate.pdf,APP0198_Application_Form.pdf
APP0199,Devansh Srinivasan,Faris Srinivasan,Jyoti Srinivasan,Male,2005-09-21,SC/ST,92.65,2020,12th,92.8,2020,80.98,APP0199_CET_Scorecard.pdf,APP0199_10th_Marksheet.pdf,APP0199_12th_Diploma_Marksheet.pdf,APP0199_Leaving_Certificate.pdf,APP0199_Caste_Certificate.pdf,APP0199_Application_Form.pdf
APP0200,Jagvi Parsa,Devansh Parsa,Nimrat Parsa,Female,2003-07-17,SC/ST,86.68,2019,12th,55.93,2022,79.51,APP0200_CET_Scorecard.pdf,APP0200_10th_Marksheet.pdf,APP0200_12th_Diploma_Marksheet.pdf,APP0200_Leaving_Certificate.pdf,APP0200_Caste_Certificate.pdf,APP0200_Application_Form.pdf
APP0201,Vasatika Ahuja,Nathaniel Ahuja,Dayamai Ahuja,Female,2007-01-02,SC/ST,89.83,2020,12th,62.48,2021,91.73,APP0201_CET_Scorecard.pdf,APP0201_10th_Marksheet.pdf,APP0201_12th_Diploma_Marksheet.pdf,APP0201_Leaving_Certificate.pdf,APP0201_Caste_Certificate.pdf,APP0201_Application_Form.pdf
APP0202,Arunima Mahajan,Caleb Mahajan,Vasana Mahajan,Female,2007-04-05,SC/ST,61.2,2020,12th,56.8,2022,65.7,APP0202_CET_Scorecard.pdf,APP0202_10th_Marksheet.pdf,APP0202_12th_Diploma_Marksheet.pdf,APP0202_Leaving_Certificate.pdf,APP0202_Caste_Certificate.pdf,APP0202_Application_Form.pdf
APP0203,Caleb Varty,Darsh Varty,Varsha Varty,Male,2004-05-08,OPEN,70.21,2018,Diploma,67.39,2022,95.92,APP0203_CET_Scorecard.pdf,APP0203_10th_Marksheet.pdf,APP0203_12th_Diploma_Marksheet.pdf,APP0203_Leaving_Certificate.pdf,APP0203_Caste_Certificate.pdf,APP0203_Application_Form.pdf
APP0204,Rajeshri Srivastava,Dakshesh Srivastava,Januja Srivastava,Female,2003-11-10,OBC,61.79,2018,Diploma,71.22,2021,91.12,APP0204_CET_Scorecard.pdf,APP0204_10th_Marksheet.pdf,APP0204_12th_Diploma_Marksheet.pdf,APP0204_Leaving_Certificate.pdf,APP0204_Caste_Certificate.pdf,APP0204_Application_Form.pdf
APP0205,Upasna Muni,Qadim Muni,Adweta Muni,Female,2007-10-19,OPEN,76.57,2019,12th,57.52,2020,88.17,APP0205_CET_Scorecard.pdf,APP0205_10th_Marksheet.pdf,APP0205_12th_Diploma_Marksheet.pdf,APP0205_Leaving_Certificate.pdf,APP0205_Caste_Certificate.pdf,APP0205_Application_Form.pdf
APP0206,Neha Sidhu,Oscar Sidhu,Diya Sidhu,Female,2007-10-16,OPEN,74.34,2018,12th,80.85,2022,63.03,APP0206_CET_Scorecard.pdf,APP0206_10th_Marksheet.pdf,APP0206_12th_Diploma_Marksheet.pdf,APP0206_Leaving_Certificate.pdf,APP0206_Caste_Certificate.pdf,APP0206_Application_Form.pdf
APP0207,Rajata Choudhury,Yatan Choudhury,Mohini Choudhury,Female,2002-11-03,OPEN,88.83,2020,12th,59.27,2022,90.37,APP0207_CET_Scorecard.pdf,APP0207_10th_Marksheet.pdf,APP0207_12th_Diploma_Marksheet.pdf,APP0207_Leaving_Certificate.pdf,APP0207_Caste_Certificate.pdf,APP0207_Application_Form.pdf
APP0208,Baghyawati Kale,Chakradev Kale,Bina Kale,Female,2003-03-27,OBC,74.89,2019,Diploma,71.77,2021,73.26,APP0208_CET_Scorecard.pdf,APP0208_10th_Marksheet.pdf,APP0208_12th_Diploma_Marksheet.pdf,APP0208_Leaving_Certificate.pdf,APP0208_Caste_Certificate.pdf,APP0208_Application_Form.pdf
APP0209,Hemang Bhavsar,Girindra Bhavsar,Sneha Bhavsar,Male,2005-10-11,EWS,73.2,2020,12th,72.07,2021,66.6,APP0209_CET_Scorecard.pdf,APP0209_10th_Marksheet.pdf,APP0209_12th_Diploma_Marksheet.pdf,APP0209_Leaving_Certificate.pdf,APP0209_Caste_Certificate.pdf,APP0209_Application_Form.pdf
APP0210,Divya Malhotra,Ekalinga Malhotra,Lila Malhotra,Female,2005-05-14,SC/ST,97.85,2018,12th,82.31,2020,62.58,APP0210_CET_Scorecard.pdf,APP0210_10th_Marksheet.pdf,APP0210_12th_Diploma_Marksheet.pdf,APP0210_Leaving_Certificate.pdf,APP0210_Caste_Certificate.pdf,APP0210_Application_Form.pdf
APP0211,Vincent Butala,Dev Butala,Varenya Butala,Male,2003-06-22,EWS,79.39,2020,12th,57.28,2022,67.34,APP0211_CET_Scorecard.pdf,APP0211_10th_Marksheet.pdf,APP0211_12th_Diploma_Marksheet.pdf,APP0211_Leaving_Certificate.pdf,APP0211_Caste_Certificate.pdf,APP0211_Application_Form.pdf
APP0212,Champak Bassi,Anmol Bassi,Shivani Bassi,Male,2004-03-24,OPEN,87.18,2019,12th,91.85,2022,75.87,APP0212_CET_Scorecard.pdf,APP0212_10th_Marksheet.pdf,APP0212_12th_Diploma_Marksheet.pdf,APP0212_Leaving_Certificate.pdf,APP0212_Caste_Certificate.pdf,APP0212_Application_Form.pdf
APP0213,Ishani Bandi,Aditya Bandi,Damyanti Bandi,Female,2005-06-17,OPEN,79.52,2020,12th,71.27,2022,74.94,APP0213_CET_Scorecard.pdf,APP0213_10th_Marksheet.pdf,APP0213_12th_Diploma_Marksheet.pdf,APP0213_Leaving_Certificate.pdf,APP0213_Caste_Certificate.pdf,APP0213_Application_Form.pdf
APP0214,Gopal Mall,Indrajit Mall,Isha Mall,Male,2007-05-30,SC/ST,71.51,2020,Diploma,74.81,2021,88.05,APP0214_CET_Scorecard.pdf,APP0214_10th_Marksheet.pdf,APP0214_12th_Diploma_Marksheet.pdf,APP0214_Leaving_Certificate.pdf,APP0214_Caste_Certificate.pdf,APP0214_Application_Form.pdf
APP0215,Aradhana Chander,Anmol Chander,Yashoda Chander,Female,2006-08-13,OPEN,68.8,2020,Diploma,91.39,2022,67.5,APP0215_CET_Scorecard.pdf,APP0215_10th_Marksheet.pdf,APP0215_12th_Diploma_Marksheet.pdf,APP0215_Leaving_Certificate.pdf,APP0215_Caste_Certificate.pdf,APP0215_Application_Form.pdf
APP0216,Charles Thakkar,Yatan Thakkar,Chandani Thakkar,Male,2004-04-14,OBC,64.49,2018,Diploma,88.36,2021,76.63,APP0216_CET_Scorecard.pdf,APP0216_10th_Marksheet.pdf,APP0216_12th_Diploma_Marksheet.pdf,APP0216_Leaving_Certificate.pdf,APP0216_Caste_Certificate.pdf,APP0216_Application_Form.pdf
APP0217,Yutika Banik,Chanakya Banik,Devika Banik,Female,2005-06-02,OPEN,88.5,2019,12th,72.25,2020,90.69,APP0217_CET_Scorecard.pdf,APP0217_10th_Marksheet.pdf,APP0217_12th_Diploma_Marksheet.pdf,APP0217_Leaving_Certificate.pdf,APP0217_Caste_Certificate.pdf,APP0217_Application_Form.pdf
APP0218,Samar Korpal,Patrick Korpal,Osha Korpal,Male,2007-01-23,SC/ST,61.0,2020,12th,74.61,2021,88.39,APP0218_CET_Scorecard.pdf,APP0218_10th_Marksheet.pdf,APP0218_12th_Diploma_Marksheet.pdf,APP0218_Leaving_Certificate.pdf,APP0218_Caste_Certificate.pdf,APP0218_Application_Form.pdf
APP0219,Luke Apte,Vedant Apte,Lekha Apte,Male,2004-07-09,OBC,90.87,2019,Diploma,76.51,2022,67.03,APP0219_CET_Scorecard.pdf,APP0219_10th_Marksheet.pdf,APP0219_12th_Diploma_Marksheet.pdf,APP0219_Leaving_Certificate.pdf,APP0219_Caste_Certificate.pdf,APP0219_Application_Form.pdf
APP0220,Champak Saxena,Hredhaan Saxena,Vaishnavi Saxena,Male,2003-06-02,OBC,68.34,2018,12th,76.78,2022,78.98,APP0220_CET_Scorecard.pdf,APP0220_10th_Marksheet.pdf,APP0220_12th_Diploma_Marksheet.pdf,APP0220_Leaving_Certificate.pdf,APP0220_Caste_Certificate.pdf,APP0220_Application_Form.pdf
APP0221,Chatresh Sarkar,Kevin Sarkar,Kamala Sarkar,Male,2003-05-13,OBC,91.11,2018,Diploma,61.79,2020,61.66,APP0221_CET_Scorecard.pdf,APP0221_10th_Marksheet.pdf,APP0221_12th_Diploma_Marksheet.pdf,APP0221_Leaving_Certificate.pdf,APP0221_Caste_Certificate.pdf,APP0221_Application_Form.pdf
APP0222,Zayan Bhattacharyya,Imaran Bhattacharyya,Pushti Bhattacharyya,Male,2007-03-27,OBC,64.41,2018,Diploma,84.2,2022,81.29,APP0222_CET_Scorecard.pdf,APP0222_10th_Marksheet.pdf,APP0222_12th_Diploma_Marksheet.pdf,APP0222_Leaving_Certificate.pdf,APP0222_Caste_Certificate.pdf,APP0222_Application_Form.pdf
APP0223,Kritika Nayar,Ryan Nayar,Yashasvi Nayar,Female,2007-10-05,OPEN,70.76,2019,12th,68.55,2021,86.27,APP0223_CET_Scorecard.pdf,APP0223_10th_Marksheet.pdf,APP0223_12th_Diploma_Marksheet.pdf,APP0223_Leaving_Certificate.pdf,APP0223_Caste_Certificate.pdf,APP0223_Application_Form.pdf
APP0224,Chakradev Sanghvi,Gunbir Sanghvi,Rajeshri Sanghvi,Male,2004-10-28,OPEN,89.19,2020,12th,73.3,2021,63.99,APP0224_CET_Scorecard.pdf,APP0224_10th_Marksheet.pdf,APP0224_12th_Diploma_Marksheet.pdf,APP0224_Leaving_Certificate.pdf,APP0224_Caste_Certificate.pdf,APP0224_Application_Form.pdf
APP0225,Gaurika Mistry,Pranit Mistry,Adya Mistry,Female,2006-02-04,OPEN,86.9,2020,12th,71.6,2021,88.37,APP0225_CET_Scorecard.pdf,APP0225_10th_Marksheet.pdf,APP0225_12th_Diploma_Marksheet.pdf,APP0225_Leaving_Certificate.pdf,APP0225_Caste_Certificate.pdf,APP0225_Application_Form.pdf
APP0226,Ria Gulati,Oliver Gulati,Ikshita Gulati,Female,2007-05-31,OBC,87.33,2019,12th,69.54,2021,73.46,APP0226_CET_Scorecard.pdf,APP0226_10th_Marksheet.pdf,APP0226_12th_Diploma_Marksheet.pdf,APP0226_Leaving_Certificate.pdf,APP0226_Caste_Certificate.pdf,APP0226_Application_Form.pdf
APP0227,Jeet Sarin,Chakradhar Sarin,Jagrati Sarin,Male,2003-06-24,SC/ST,77.36,2018,12th,63.49,2021,96.57,APP0227_CET_Scorecard.pdf,APP0227_10th_Marksheet.pdf,APP0227_12th_Diploma_Marksheet.pdf,APP0227_Leaving_Certificate.pdf,APP0227_Caste_Certificate.pdf,APP0227_Application_Form.pdf
APP0228,Azad Nori,Dakshesh Nori,Ekaja Nori,Male,2006-09-21,OPEN,71.66,2020,12th,78.54,2022,77.39,APP0228_CET_Scorecard.pdf,APP0228_10th_Marksheet.pdf,APP0228_12th_Diploma_Marksheet.pdf,APP0228_Leaving_Certificate.pdf,APP0228_Caste_Certificate.pdf,APP0228_Application_Form.pdf
